order_id,customer_id,full_name,phone_number,country_code,city,product_id,product_name,category,quantity,unit_price,amount,payment_mode,order_date,order_time,customer_signup_date,source_row_valid_hint,normalized_country_code,normalized_phone,normalized_order_date,normalized_order_time,validation_status,validation_reason
ORD000075,238575,Damini Bhavsar,7376102852,IN,Pune,P1008,Backpack,Fashion,5,1178,5890,WALLET,2025/04/31,21:34,2024-11-22,MAYBE_INVALID,IN,7376102852,,21:34:00,INVALID,order_date: Invalid format: 2025/04/31
ORD000185,724726,Urvi Kala,7593456097,IN,Kolkata,P1005,Mechanical Keyboard,Electronics,1,4279,4279,UPI,03-07-2023,99:00:00,2023-10-12,MAYBE_INVALID,IN,7593456097,2023-07-03,,INVALID,order_time: Invalid time format: 99:00:00
ORD000066,382139,Khushi Anne,9773380239,IN,Chennai,P1010,Fitness Band,Electronics,5,2114,-10570,CARD,27-04-2023,20:53:09,2023-06-18,MAYBE_INVALID,IN,9773380239,2023-04-27,20:53:09,INVALID,amount must be > 0
ORD000292,632152,Mishti Basu,74311422937,IN,Kolkata,P1002,Smart Watch,Electronics,1,3999,3999,UPI,28-09-2024,02:23:52,2023-12-24,MAYBE_INVALID,IN,74311422937,2024-09-28,02:23:52,INVALID,Phone length should be 10 digits
ORD000243,274918,Jivika Wadhwa,920074563999,IN,Pune,P1007,Notebook Set,Stationery,2,416,832,NETBANKING,2024-04-01,19:39:15,2023-09-05,MAYBE_INVALID,IN,920074563999,2024-04-01,19:39:15,INVALID,Phone length should be 10 digits
ORD000071,318287,Jiya Mann,9012500763,IN,Delhi,P1002,Smart Watch,Electronics,4,3177,-12708,NETBANKING,2023-06-08,08:21:39,2025-03-22,MAYBE_INVALID,IN,9012500763,2023-06-08,08:21:39,INVALID,amount must be > 0
ORD000160,636395,Yashvi Hora,8425403383,IN,Kolkata,P1004,Office Chair,Home & Office,1,6373,6373,NETBANKING,99/99/9999,01:42:07,2024-09-15,MAYBE_INVALID,IN,8425403383,,01:42:07,INVALID,order_date: Invalid format: 99/99/9999
ORD000042,890029,Taran Loyal,8003140074,IN,Ahmedabad,P1004,Office Chair,Home & Office,2,6957,13914,APPLEPAY,2024-04-23,17:01:58,2025-03-20,MAYBE_INVALID,IN,8003140074,2024-04-23,17:01:58,INVALID,payment_mode not allowed for IN
ORD000327,247923,Rania Bhattacharyya,88935498287,IN,Delhi,P1007,Notebook Set,Stationery,4,227,908,CARD,2024-01-04,10:56:30,2025-04-04,MAYBE_INVALID,IN,88935498287,2024-01-04,10:56:30,INVALID,Phone length should be 10 digits
ORD000337,159463,Divij Viswanathan,9460578167,IN,Delhi,P1010,Fitness Band,Electronics,3,2384,7152,CARD,31/07/2024,aa:bb,2023-11-02,MAYBE_INVALID,IN,9460578167,2024-07-31,,INVALID,order_time: Invalid time format: aa:bb; duplicate transaction
ORD000308,972000,Manikya Dar,57590594,SG,Hyderabad,P1007,Notebook Set,Stationery,2,210,420,CHEQUE,2025-03-15,21:16,2025-04-01,MAYBE_INVALID,SG,57590594,2025-03-15,21:16:00,INVALID,payment_mode not allowed for SG
ORD000157,509222,Nitara Hegde,9613764733,IN,Pune,P1003,Bluetooth Speaker,Electronics,2,1249,2498,COD,18/10/2024,04:54:32,2024-03-29,MAYBE_INVALID,IN,9613764733,2024-10-18,04:54:32,INVALID,payment_mode not allowed for IN
ORD000044,156523,Miraan Lata,8762147286,IN,Mumbai,P1005,Mechanical Keyboard,Electronics,2,4266,-8532,NETBANKING,2023-12-25,20:02,2024-05-03,MAYBE_INVALID,IN,8762147286,2023-12-25,20:02:00,INVALID,amount must be > 0
ORD000191,821989,Kavya Dhaliwal,10520062,SG,Delhi,P1009,LED Lamp,Home & Office,0,626,1252,CARD,2025-03-08,17:57,2024-09-28,MAYBE_INVALID,SG,10520062,2025-03-08,17:57:00,INVALID,quantity must be > 0
ORD000274,524870,Zeeshan Hora,8107582860,IN,Ahmedabad,P1007,Notebook Set,Stationery,5,265,1325,CASH,2024-08-21,aa:bb,2023-07-01,MAYBE_INVALID,IN,8107582860,2024-08-21,,INVALID,order_time: Invalid time format: aa:bb
ORD000308,972000,Manikya Dar,57590594,SG,Hyderabad,P1007,Notebook Set,Stationery,2,210,420,CHEQUE,2025-03-15,21:16,2025-04-01,MAYBE_INVALID,SG,57590594,2025-03-15,21:16:00,INVALID,payment_mode not allowed for SG; duplicate transaction
ORD000320,196722,Adah Yogi,8591581358,IN,Delhi,P1007,Notebook Set,Stationery,3,306,-918,NETBANKING,18/10/2024,23:37,2025-03-27,MAYBE_INVALID,IN,8591581358,2024-10-18,23:37:00,INVALID,amount must be > 0
ORD000298,289811,Ehsaan Sen,8615627210,IN,Mumbai,P1009,LED Lamp,Home & Office,4,969,3876,NETBANKING,25-05-2024,15:47,2023-05-08,VALID,IN,8615627210,2024-05-25,15:47:00,INVALID,duplicate transaction
ORD000100,245018,Kabir Vaidya,8491731479,IN,Delhi,P1009,LED Lamp,Home & Office,0,883,883,CASH,2023-08-05,09:20,2023-05-11,MAYBE_INVALID,IN,8491731479,2023-08-05,09:20:00,INVALID,quantity must be > 0
ORD000215,830522,Yuvraj  Sinha,7347337316,IN,Kolkata,P1008,Backpack,Fashion,3,1800,5400,COD,2024-01-02,12:13,2024-05-24,MAYBE_INVALID,IN,7347337316,2024-01-02,12:13:00,INVALID,payment_mode not allowed for IN
ORD000102,260398,Rasha Seshadri,8496435124,IN,Bangalore,P1008,Backpack,Fashion,4,1810,7240,UPI,28-04-2023,aa:bb,2025-03-22,MAYBE_INVALID,IN,8496435124,2023-04-28,,INVALID,order_time: Invalid time format: aa:bb; duplicate transaction
ORD000349,523995,Pihu Bhatnagar,9483856164,IN,Pune,P1001,Wireless Earbuds,Electronics,2,1830,3660,CHEQUE,16-11-2024,06:33,2023-09-20,MAYBE_INVALID,IN,9483856164,2024-11-16,06:33:00,INVALID,payment_mode not allowed for IN
